Season,Squad,Comp,Country,Name,ID,Birth Year,Nation,CountryName,LgRank,MP,Gls
2021-2022,Lorient,1. Ligue 1,fr FRA,Moritz-Jenz,ee644761,1975,ESP,Spain,16th,17,1
2022-2023,Celtic,1. Premiership,sct SCO,Moritz-Jenz,ee644761,1975,ESP,Spain,1st,6,2
2020-2021,Espanyol,2. Segunda División,es ESP,Jofre,030ef8d6,1987,ESP,Spain,1st,3,0
2021-2022,Espanyol,1. La Liga,es ESP,Jofre,030ef8d6,1987,ESP,Spain,14th,3,0
2022-2023,CD Mirandés,2. Segunda División,es ESP,Jofre,030ef8d6,1987,ESP,Spain,21st,5,0
2016-2017,Heerenveen,1. Eredivisie,nl NED,Dennis-Johnsen,66784dee,1979,ITA,Italy,9th,0,
2017-2018,Ajax,1. Eredivisie,nl NED,Dennis-Johnsen,66784dee,1979,ITA,Italy,2nd,2,0
2017-2018,Jong Ajax,2. Eerste Divisie,nl NED,Dennis-Johnsen,66784dee,1979,ITA,Italy,1st,27,6
2018-2019,Ajax,1. Eredivisie,nl NED,Dennis-Johnsen,66784dee,1979,ITA,Italy,1st,1,0
2018-2019,Jong Ajax,2. Eerste Divisie,nl NED,Dennis-Johnsen,66784dee,1979,ITA,Italy,11th,14,2
2018-2019,Heerenveen,1. Eredivisie,nl NED,Dennis-Johnsen,66784dee,1979,ITA,Italy,11th,13,0
2019-2020,Zwolle,1. Eredivisie,nl NED,Dennis-Johnsen,66784dee,1979,ITA,Italy,15th,23,1
2020-2021,Venezia,2. Serie B,it ITA,Dennis-Johnsen,66784dee,1979,ITA,Italy,5th,32,3
2021-2022,Venezia,1. Serie A,it ITA,Dennis-Johnsen,66784dee,1979,ITA,Italy,20th,26,1
2022-2023,Venezia,2. Serie B,it ITA,Dennis-Johnsen,66784dee,1979,ITA,Italy,16th,7,1
2018,Santos,1. Série A,br BRA,Kaio-Jorge,0cf465f2,1988,ARG,Argentina,10th,1,0
2019,Santos,1. Série A,br BRA,Kaio-Jorge,0cf465f2,1988,ARG,Argentina,2nd,3,0
2020,Santos,1. Série A,br BRA,Kaio-Jorge,0cf465f2,1988,ARG,Argentina,8th,28,4
2021,Santos,1. Série A,br BRA,Kaio-Jorge,0cf465f2,1988,ARG,Argentina,10th,10,1
2021-2022,Juventus,1. Serie A,it ITA,Kaio-Jorge,0cf465f2,1988,ARG,Argentina,4th,9,0
2021-2022,Metz,1. Ligue 1,fr FRA,Lenny-Joseph,d1828392,1985,COL,Colombia,19th,8,0
2022-2023,Metz,2. Ligue 2,fr FRA,Lenny-Joseph,d1828392,1985,COL,Colombia,10th,8,0
2017-2018,Guadalajara,1. Liga MX,mx MEX,Jose-Juan-Macias,1f1c8a15,1990,GHA,Ghana,16th,16,3
2018-2019,Guadalajara,1. Liga MX,mx MEX,Jose-Juan-Macias,1f1c8a15,1990,GHA,Ghana,14th,1,0
2018-2019,León,1. Liga MX,mx MEX,Jose-Juan-Macias,1f1c8a15,1990,GHA,Ghana,5th,14,8
2019-2020,León,1. Liga MX,mx MEX,Jose-Juan-Macias,1f1c8a15,1990,GHA,Ghana,1st,18,8
2019-2020,Guadalajara,1. Liga MX,mx MEX,Jose-Juan-Macias,1f1c8a15,1990,GHA,Ghana,9th,8,4
2020-2021,Guadalajara,1. Liga MX,mx MEX,Jose-Juan-Macias,1f1c8a15,1990,GHA,Ghana,8th,30,11
2021-2022,Guadalajara,1. Liga MX,mx MEX,Jose-Juan-Macias,1f1c8a15,1990,GHA,Ghana,9th,8,2
2021-2022,Getafe,1. La Liga,es ESP,Jose-Juan-Macias,1f1c8a15,1990,GHA,Ghana,15th,7,0
2019-2020,Genoa,1. Serie A,it ITA,Flavio-Junior-Bianchi,3ef965c1,1991,COM,Comoros,17th,0,
2021-2022,Genoa,1. Serie A,it ITA,Flavio-Junior-Bianchi,3ef965c1,1991,COM,Comoros,19th,7,1
2021-2022,Brescia,2. Serie B,it ITA,Flavio-Junior-Bianchi,3ef965c1,1991,COM,Comoros,5th,8,1
2022-2023,Brescia,2. Serie B,it ITA,Flavio-Junior-Bianchi,3ef965c1,1991,COM,Comoros,4th,7,3
2019-2020,Espanyol,1. La Liga,es ESP,Jutgla,2a9f6b4d,1989,MAR,Morocco,20th,0,
2021-2022,Barcelona,1. La Liga,es ESP,Jutgla,2a9f6b4d,1989,MAR,Morocco,2nd,6,1
2022-2023,Club Brugge,1. First Division A,be BEL,Jutgla,2a9f6b4d,1989,MAR,Morocco,3rd,10,6
2019-2020,Mechelen,1. First Division A,be BEL,Issa-Kabore,c066d1a5,1982,NGA,Nigeria,6th,5,0
2020-2021,Mechelen,1. First Division A,be BEL,Issa-Kabore,c066d1a5,1982,NGA,Nigeria,7th,23,0
2021-2022,Troyes,1. Ligue 1,fr FRA,Issa-Kabore,c066d1a5,1982,NGA,Nigeria,15th,31,0
2022-2023,Marseille,1. Ligue 1,fr FRA,Issa-Kabore,c066d1a5,1982,NGA,Nigeria,3rd,4,0
2018-2019,Hertha U17,Jr. U17 Bundesliga,de GER,Anton-Kade,6d7598d5,1981,CIV,Ivory Coast,5th,4,1
2019-2020,Hertha U17,Jr. U17 Bundesliga,de GER,Anton-Kade,6d7598d5,1981,CIV,Ivory Coast,4th,16,10
2020-2021,Hertha U19,Jr. U19 Bundesliga,de GER,Anton-Kade,6d7598d5,1981,CIV,Ivory Coast,8th,3,2
2021-2022,Hertha U19,Jr. U19 Bundesliga,de GER,Anton-Kade,6d7598d5,1981,CIV,Ivory Coast,6th,14,4
2021-2022,Hertha BSC,1. Bundesliga,de GER,Anton-Kade,6d7598d5,1981,CIV,Ivory Coast,16th,4,0
2017-2018,Manchester City,Jr. PL2 — Div. 1,eng ENG,Felix-Kalu-Nmecha,091c86e2,1992,AUT,Austria,6th,3,1
2018-2019,Manchester City,Jr. PL2 — Div. 1,eng ENG,Felix-Kalu-Nmecha,091c86e2,1992,AUT,Austria,8th,14,3
2019-2020,Manchester City,Jr. PL2 — Div. 1,eng ENG,Felix-Kalu-Nmecha,091c86e2,1992,AUT,Austria,9th,4,2
2020-2021,Manchester City,Jr. PL2 — Div. 1,eng ENG,Felix-Kalu-Nmecha,091c86e2,1992,AUT,Austria,1st,20,10
2020-2021,Manchester City,1. Premier League,eng ENG,Felix-Kalu-Nmecha,091c86e2,1992,AUT,Austria,1st,0,
2021-2022,Wolfsburg,1. Bundesliga,de GER,Felix-Kalu-Nmecha,091c86e2,1992,AUT,Austria,12th,16,0
2022-2023,Wolfsburg,1. Bundesliga,de GER,Felix-Kalu-Nmecha,091c86e2,1992,AUT,Austria,13th,7,0
2018-2019,Čukarički,1. SuperLiga,rs SRB,Dimitrije-Kamenovic,d3e0c826,1989,ESP,Spain,4th,3,0
2019-2020,Čukarički,1. SuperLiga,rs SRB,Dimitrije-Kamenovic,d3e0c826,1989,ESP,Spain,6th,17,0
2020-2021,Čukarički,1. SuperLiga,rs SRB,Dimitrije-Kamenovic,d3e0c826,1989,ESP,Spain,3rd,30,2
2021-2022,Lazio,1. Serie A,it ITA,Dimitrije-Kamenovic,d3e0c826,1989,ESP,Spain,5th,1,0
2022-2023,Lazio,1. Serie A,it ITA,Dimitrije-Kamenovic,d3e0c826,1989,ESP,Spain,4th,0,
2021-2022,Strasbourg,1. Ligue 1,fr FRA,Nordine-Kandil,c5908bc4,1978,ESP,Spain,6th,5,0
2022-2023,Strasbourg,1. Ligue 1,fr FRA,Nordine-Kandil,c5908bc4,1978,ESP,Spain,14th,3,0
2019-2020,Jong Utrecht,2. Eerste Divisie,nl NED,Denso-Kasius,7ae36711,1977,ESP,Spain,12th,1,0
2020-2021,Jong Utrecht,2. Eerste Divisie,nl NED,Denso-Kasius,7ae36711,1977,ESP,Spain,18th,6,0
2020-2021,Volendam,2. Eerste Divisie,nl NED,Denso-Kasius,7ae36711,1977,ESP,Spain,6th,14,1
2021-2022,Volendam,2. Eerste Divisie,nl NED,Denso-Kasius,7ae36711,1977,ESP,Spain,2nd,21,5
2021-2022,Bologna,1. Serie A,it ITA,Denso-Kasius,7ae36711,1977,ESP,Spain,13th,7,0
2022-2023,Bologna,1. Serie A,it ITA,Denso-Kasius,7ae36711,1977,ESP,Spain,17th,6,0
2017-2018,Anderlecht,1. First Division A,be BEL,Edo-Kayembe,f99b71de,1992,ESP,Spain,3rd,1,0
2018-2019,Anderlecht,1. First Division A,be BEL,Edo-Kayembe,f99b71de,1992,ESP,Spain,6th,12,0
2019-2020,Anderlecht,1. First Division A,be BEL,Edo-Kayembe,f99b71de,1992,ESP,Spain,8th,18,0
2020-2021,Anderlecht,1. First Division A,be BEL,Edo-Kayembe,f99b71de,1992,ESP,Spain,4th,2,0
2020-2021,Eupen,1. First Division A,be BEL,Edo-Kayembe,f99b71de,1992,ESP,Spain,12th,23,0
2021-2022,Eupen,1. First Division A,be BEL,Edo-Kayembe,f99b71de,1992,ESP,Spain,15th,17,4
2021-2022,Watford,1. Premier League,eng ENG,Edo-Kayembe,f99b71de,1992,ESP,Spain,19th,13,0
2022-2023,Watford,2. Championship,eng ENG,Edo-Kayembe,f99b71de,1992,ESP,Spain,14th,13,0
2020-2021,Dunkerque,2. Ligue 2,fr FRA,Ilan-Kebbal,37d04e90,1985,ESP,Spain,16th,35,3
2021-2022,Reims,1. Ligue 1,fr FRA,Ilan-Kebbal,37d04e90,1985,ESP,Spain,12th,31,1
2022-2023,Paris FC,2. Ligue 2,fr FRA,Ilan-Kebbal,37d04e90,1985,ESP,Spain,11th,5,0
2021-2022,Salernitana,1. Serie A,it ITA,Wajdi-Kechrida,11962fe7,1989,ENG,England,17th,17,0
2022-2023,Salernitana,1. Serie A,it ITA,Wajdi-Kechrida,11962fe7,1989,ENG,England,11th,0,
2022-2023,Atromitos,1. Super League,gr GRE,Wajdi-Kechrida,11962fe7,1989,ENG,England,6th,4,1
2021-2022,Roma,1. Serie A,it ITA,Dimitrios-Keramitsis,6f30a1d5,1991,ESP,Spain,6th,1,0
2022-2023,Roma,1. Serie A,it ITA,Dimitrios-Keramitsis,6f30a1d5,1991,ESP,Spain,6th,0,
2021-2022,Spezia,1. Serie A,it ITA,Jakub-Kiwior,dc3e663e,1982,PAR,Paraguay,16th,22,0
2022-2023,Spezia,1. Serie A,it ITA,Jakub-Kiwior,dc3e663e,1982,PAR,Paraguay,14th,9,0
2018,Vålerenga,1. Eliteserien,no NOR,Kristoffer-Klaesson,3f70db80,1982,BRA,Brazil,6th,0,
2019,Vålerenga,1. Eliteserien,no NOR,Kristoffer-Klaesson,3f70db80,1982,BRA,Brazil,10th,12,0
2020,Vålerenga,1. Eliteserien,no NOR,Kristoffer-Klaesson,3f70db80,1982,BRA,Brazil,3rd,29,0
2021,Vålerenga,1. Eliteserien,no NOR,Kristoffer-Klaesson,3f70db80,1982,BRA,Brazil,7th,14,0
2021-2022,Leeds Utd U23,Jr. PL2 — Div. 1,eng ENG,Kristoffer-Klaesson,3f70db80,1982,BRA,Brazil,13th,21,0
2021-2022,Leeds United,1. Premier League,eng ENG,Kristoffer-Klaesson,3f70db80,1982,BRA,Brazil,17th,1,0
2022-2023,Leeds United,1. Premier League,eng ENG,Kristoffer-Klaesson,3f70db80,1982,BRA,Brazil,14th,0,
2022-2023,Leeds United FC U21,Jr. PL2 — Div. 2,eng ENG,Kristoffer-Klaesson,3f70db80,1982,BRA,Brazil,1st,2,0
2021-2022,Bordeaux,1. Ligue 1,fr FRA,Thibault-Klidje,db013c7d,1985,ESP,Spain,20th,5,0
2022-2023,Luzern,1. Super Lg,ch SUI,Thibault-Klidje,db013c7d,1985,ESP,Spain,8th,1,0
2021-2022,Reims,1. Ligue 1,fr FRA,Samuel-Koeberle,6751b938,1986,ESP,Spain,12th,1,0
2022-2023,Reims,1. Ligue 1,fr FRA,Samuel-Koeberle,6751b938,1986,ESP,Spain,15th,0,
2021-2022,Reims,1. Ligue 1,fr FRA,Philippe-Koffi,9f1c2822,1986,FRA,France,12th,10,1
2021-2022,Paços,1. Primeira Liga,pt POR,Philippe-Koffi,9f1c2822,1986,FRA,France,11th,3,0
2022-2023,Paços,1. Primeira Liga,pt POR,Philippe-Koffi,9f1c2822,1986,FRA,France,17th,8,2
2021-2022,Espanyol,1. La Liga,es ESP,Luca-Koleosho,fc076f78,1991,ROU,Romania,14th,1,0
2022-2023,Espanyol,1. La Liga,es ESP,Luca-Koleosho,fc076f78,1991,ROU,Romania,17th,2,0
2018,Haugesund,1. Eliteserien,no NOR,Ibrahima-Kone,04bb2b06,1986,TUN,Tunisia,4th,22,1
2019,Haugesund,1. Eliteserien,no NOR,Ibrahima-Kone,04bb2b06,1986,TUN,Tunisia,7th,16,5
2020,Haugesund,1. Eliteserien,no NOR,Ibrahima-Kone,04bb2b06,1986,TUN,Tunisia,9th,10,2
2021,Sarpsborg 08,1. Eliteserien,no NOR,Ibrahima-Kone,04bb2b06,1986,TUN,Tunisia,8th,28,11
2021-2022,Lorient,1. Ligue 1,fr FRA,Ibrahima-Kone,04bb2b06,1986,TUN,Tunisia,16th,16,5
2022-2023,Lorient,1. Ligue 1,fr FRA,Ibrahima-Kone,04bb2b06,1986,TUN,Tunisia,2nd,10,2
2017-2018,Jong AZ,2. Eerste Divisie,nl NED,Teun-Koopmeiners,a26fb8aa,1984,POR,Portugal,16th,8,1
2017-2018,AZ Alkmaar,1. Eredivisie,nl NED,Teun-Koopmeiners,a26fb8aa,1984,POR,Portugal,3rd,26,1
2018-2019,AZ Alkmaar,1. Eredivisie,nl NED,Teun-Koopmeiners,a26fb8aa,1984,POR,Portugal,4th,32,8
2019-2020,AZ Alkmaar,1. Eredivisie,nl NED,Teun-Koopmeiners,a26fb8aa,1984,POR,Portugal,2nd,25,11
2020-2021,AZ Alkmaar,1. Eredivisie,nl NED,Teun-Koopmeiners,a26fb8aa,1984,POR,Portugal,3rd,31,15
2021-2022,AZ Alkmaar,1. Eredivisie,nl NED,Teun-Koopmeiners,a26fb8aa,1984,POR,Portugal,5th,2,0
2021-2022,Atalanta,1. Serie A,it ITA,Teun-Koopmeiners,a26fb8aa,1984,POR,Portugal,8th,30,4
2022-2023,Atalanta,1. Serie A,it ITA,Teun-Koopmeiners,a26fb8aa,1984,POR,Portugal,2nd,9,4
2019,Hammarby,1. Allsvenskan,se SWE,Odilon-Kossonou,1f3afdcb,1980,ARG,Argentina,3rd,9,0
2019-2020,Club Brugge,1. First Division A,be BEL,Odilon-Kossonou,1f3afdcb,1980,ARG,Argentina,1st,7,0
2020-2021,Club Brugge,1. First Division A,be BEL,Odilon-Kossonou,1f3afdcb,1980,ARG,Argentina,1st,27,1
2021-2022,Leverkusen,1. Bundesliga,de GER,Odilon-Kossonou,1f3afdcb,1980,ARG,Argentina,3rd,27,0
2022-2023,Leverkusen,1. Bundesliga,de GER,Odilon-Kossonou,1f3afdcb,1980,ARG,Argentina,15th,7,0
2021-2022,Cagliari,1. Serie A,it ITA,Christos-Kourfalidis,5c522c88,1977,ESP,Spain,18th,2,0
2022-2023,Cagliari,2. Serie B,it ITA,Christos-Kourfalidis,5c522c88,1977,ESP,Spain,10th,0,
2016-2017,Teplice,1. First League,cz CZE,Alex-Kral,e717705a,1983,CMR,Cameroon,5th,3,0
2017-2018,Teplice,1. First League,cz CZE,Alex-Kral,e717705a,1983,CMR,Cameroon,8th,23,1
2018-2019,Teplice,1. First League,cz CZE,Alex-Kral,e717705a,1983,CMR,Cameroon,14th,17,0
2018-2019,Slavia Prague,1. First League,cz CZE,Alex-Kral,e717705a,1983,CMR,Cameroon,1st,12,0
2019-2020,Slavia Prague,1. First League,cz CZE,Alex-Kral,e717705a,1983,CMR,Cameroon,1st,6,0
2019-2020,Spartak Moscow,1. Premier League,ru RUS,Alex-Kral,e717705a,1983,CMR,Cameroon,7th,19,0
2020-2021,Spartak Moscow,1. Premier League,ru RUS,Alex-Kral,e717705a,1983,CMR,Cameroon,2nd,29,0
2021-2022,Spartak Moscow,1. Premier League,ru RUS,Alex-Kral,e717705a,1983,CMR,Cameroon,10th,5,0
2021-2022,West Ham,1. Premier League,eng ENG,Alex-Kral,e717705a,1983,CMR,Cameroon,7th,1,0
2022-2023,Schalke 04,1. Bundesliga,de GER,Alex-Kral,e717705a,1983,CMR,Cameroon,16th,6,0
2015-2016,FC Copenhagen,1. Superliga,dk DEN,Julian-Kristoffersen,b804c280,1982,ARG,Argentina,1st,2,0
2016-2017,FC Copenhagen,1. Superliga,dk DEN,Julian-Kristoffersen,b804c280,1982,ARG,Argentina,1st,0,
2017,Djurgården,1. Allsvenskan,se SWE,Julian-Kristoffersen,b804c280,1982,ARG,Argentina,3rd,3,0
2018,Djurgården,1. Allsvenskan,se SWE,Julian-Kristoffersen,b804c280,1982,ARG,Argentina,7th,0,
2018-2019,Hobro,1. Superliga,dk DEN,Julian-Kristoffersen,b804c280,1982,ARG,Argentina,14th,23,4
2019-2020,Hobro,1. Superliga,dk DEN,Julian-Kristoffersen,b804c280,1982,ARG,Argentina,9th,21,2
2020-2021,Salernitana,2. Serie B,it ITA,Julian-Kristoffersen,b804c280,1982,ARG,Argentina,2nd,6,0
2021-2022,Cosenza,2. Serie B,it ITA,Julian-Kristoffersen,b804c280,1982,ARG,Argentina,16th,5,0
2021-2022,Salernitana,1. Serie A,it ITA,Julian-Kristoffersen,b804c280,1982,ARG,Argentina,17th,1,0
2022-2023,Salernitana,1. Serie A,it ITA,Julian-Kristoffersen,b804c280,1982,ARG,Argentina,11th,1,0
2016-2017,Schalke U19,Jr. U19 Bundesliga,de GER,Florian-Kruger,f9f92b5f,1979,URU,Uruguay,4th,18,10
2017-2018,Schalke U19,Jr. U19 Bundesliga,de GER,Florian-Kruger,f9f92b5f,1979,URU,Uruguay,1st,21,16
2018-2019,Erzgebirge Aue,2. 2. Bundesliga,de GER,Florian-Kruger,f9f92b5f,1979,URU,Uruguay,14th,16,2
2019-2020,Erzgebirge Aue,2. 2. Bundesliga,de GER,Florian-Kruger,f9f92b5f,1979,URU,Uruguay,7th,32,7
2020-2021,Erzgebirge Aue,2. 2. Bundesliga,de GER,Florian-Kruger,f9f92b5f,1979,URU,Uruguay,12th,34,11
2021-2022,Arminia,1. Bundesliga,de GER,Florian-Kruger,f9f92b5f,1979,URU,Uruguay,17th,27,1
2022-2023,Arminia,2. 2. Bundesliga,de GER,Florian-Kruger,f9f92b5f,1979,URU,Uruguay,18th,4,0
2022-2023,Groningen,1. Eredivisie,nl NED,Florian-Kruger,f9f92b5f,1979,URU,Uruguay,15th,5,0
2020-2021,Рух,1. Premier League,ua UKR,Mykola-Kukharevych,8197a269,1990,ESP,Spain,10th,18,2
2021-2022,Troyes,1. Ligue 1,fr FRA,Mykola-Kukharevych,8197a269,1990,ESP,Spain,15th,2,0
2021-2022,OH Leuven,1. First Division A,be BEL,Mykola-Kukharevych,8197a269,1990,ESP,Spain,11th,6,0
2022-2023,OH Leuven,1. First Division A,be BEL,Mykola-Kukharevych,8197a269,1990,ESP,Spain,5th,4,0
2022-2023,Hibernian,1. Premiership,sct SCO,Mykola-Kukharevych,8197a269,1990,ESP,Spain,3rd,4,0
2019-2020,Metz,1. Ligue 1,fr FRA,Lenny-Lacroix,5413ef36,1981,ESP,Spain,15th,0,
2020-2021,Metz,1. Ligue 1,fr FRA,Lenny-Lacroix,5413ef36,1981,ESP,Spain,10th,0,
2021-2022,Metz,1. Ligue 1,fr FRA,Lenny-Lacroix,5413ef36,1981,ESP,Spain,19th,3,0
2009-2010,Asteras Tripoli,1. Super League,gr GRE,Vassilis-Lambropoulos,591477c9,1989,USA,United States,12th,9,0
2010-2011,Asteras Tripoli,1. Super League,gr GRE,Vassilis-Lambropoulos,591477c9,1989,USA,United States,13th,1,0
2012-2013,Panionios,1. Super League,gr GRE,Vassilis-Lambropoulos,591477c9,1989,USA,United States,8th,9,2
2013-2014,Panionios,1. Super League,gr GRE,Vassilis-Lambropoulos,591477c9,1989,USA,United States,13th,30,1
2015-2016,AEK Athens,1. Super League,gr GRE,Vassilis-Lambropoulos,591477c9,1989,USA,United States,3rd,19,0
2016-2017,AEK Athens,1. Super League,gr GRE,Vassilis-Lambropoulos,591477c9,1989,USA,United States,4th,23,2
2017-2018,AEK Athens,1. Super League,gr GRE,Vassilis-Lambropoulos,591477c9,1989,USA,United States,1st,19,0
2018-2019,AEK Athens,1. Super League,gr GRE,Vassilis-Lambropoulos,591477c9,1989,USA,United States,3rd,8,0
2019-2020,La Coruña,2. Segunda División,es ESP,Vassilis-Lambropoulos,591477c9,1989,USA,United States,19th,17,0
2019-2020,Bochum,2. 2. Bundesliga,de GER,Vassilis-Lambropoulos,591477c9,1989,USA,United States,8th,10,0
2020-2021,Bochum,2. 2. Bundesliga,de GER,Vassilis-Lambropoulos,591477c9,1989,USA,United States,1st,9,0
2021-2022,Bochum,1. Bundesliga,de GER,Vassilis-Lambropoulos,591477c9,1989,USA,United States,13th,13,0
2022-2023,Bochum,1. Bundesliga,de GER,Vassilis-Lambropoulos,591477c9,1989,USA,United States,18th,5,0
2018-2019,Clermont Foot,2. Ligue 2,fr FRA,Mohamed-Lamine-Bayo,01870104,1982,TUR,Turkey,10th,5,0
2020-2021,Clermont Foot,2. Ligue 2,fr FRA,Mohamed-Lamine-Bayo,01870104,1982,TUR,Turkey,2nd,38,22
2021-2022,Clermont Foot,1. Ligue 1,fr FRA,Mohamed-Lamine-Bayo,01870104,1982,TUR,Turkey,17th,32,14
2022-2023,Lille,1. Ligue 1,fr FRA,Mohamed-Lamine-Bayo,01870104,1982,TUR,Turkey,7th,6,0
2016-2017,Niort,2. Ligue 2,fr FRA,Didier-Lamkel-Ze,b229aa13,1982,TUR,Turkey,10th,24,3
2017-2018,Niort,2. Ligue 2,fr FRA,Didier-Lamkel-Ze,b229aa13,1982,TUR,Turkey,15th,31,7
2018-2019,Antwerp,1. First Division A,be BEL,Didier-Lamkel-Ze,b229aa13,1982,TUR,Turkey,4th,27,4
2019-2020,Antwerp,1. First Division A,be BEL,Didier-Lamkel-Ze,b229aa13,1982,TUR,Turkey,4th,25,6
2020-2021,Antwerp,1. First Division A,be BEL,Didier-Lamkel-Ze,b229aa13,1982,TUR,Turkey,3rd,18,7
2021-2022,FC Khimki,1. Premier League,ru RUS,Didier-Lamkel-Ze,b229aa13,1982,TUR,Turkey,13th,3,2
2021-2022,Metz,1. Ligue 1,fr FRA,Didier-Lamkel-Ze,b229aa13,1982,TUR,Turkey,19th,9,3
2022-2023,Kortrijk,1. First Division A,be BEL,Didier-Lamkel-Ze,b229aa13,1982,TUR,Turkey,15th,6,1
2018-2019,Liverpool,Jr. PL2 — Div. 1,eng ENG,Yasser-Larouci,0ed063d6,1985,ARG,Argentina,4th,2,0
2019-2020,Liverpool,Jr. PL2 — Div. 1,eng ENG,Yasser-Larouci,0ed063d6,1985,ARG,Argentina,5th,10,0
2020-2021,Liverpool,Jr. PL2 — Div. 1,eng ENG,Yasser-Larouci,0ed063d6,1985,ARG,Argentina,7th,2,0
2021-2022,Troyes,1. Ligue 1,fr FRA,Yasser-Larouci,0ed063d6,1985,ARG,Argentina,15th,12,0
2022-2023,Troyes,1. Ligue 1,fr FRA,Yasser-Larouci,0ed063d6,1985,ARG,Argentina,12th,8,0
2016-2017,Sochaux,2. Ligue 2,fr FRA,Bryan-Lasme,ebac0ace,1980,HON,Honduras,12th,1,0
2017-2018,Sochaux,2. Ligue 2,fr FRA,Bryan-Lasme,ebac0ace,1980,HON,Honduras,10th,9,1
2018-2019,Sochaux,2. Ligue 2,fr FRA,Bryan-Lasme,ebac0ace,1980,HON,Honduras,16th,1,0
2019-2020,Sochaux,2. Ligue 2,fr FRA,Bryan-Lasme,ebac0ace,1980,HON,Honduras,14th,15,3
2020-2021,Sochaux,2. Ligue 2,fr FRA,Bryan-Lasme,ebac0ace,1980,HON,Honduras,7th,32,9
2021-2022,Arminia,1. Bundesliga,de GER,Bryan-Lasme,ebac0ace,1980,HON,Honduras,17th,23,2
2022-2023,Arminia,2. 2. Bundesliga,de GER,Bryan-Lasme,ebac0ace,1980,HON,Honduras,18th,11,2
2021-2022,Real Madrid,1. La Liga,es ESP,Latasa,2bea832e,1984,ARG,Argentina,1st,1,0
2022-2023,Getafe,1. La Liga,es ESP,Latasa,2bea832e,1984,ARG,Argentina,16th,3,0
2021-2022,Lorient,1. Ligue 1,fr FRA,Theo-Le-Bris,afe39ca8,1980,ESP,Spain,16th,4,0
2022-2023,Lorient,1. Ligue 1,fr FRA,Theo-Le-Bris,afe39ca8,1980,ESP,Spain,2nd,9,1
2021-2022,Venezia,1. Serie A,it ITA,Patrick-Leal,d97ec0d1,1992,ESP,Spain,20th,1,0
2022-2023,Venezia,2. Serie B,it ITA,Patrick-Leal,d97ec0d1,1992,ESP,Spain,16th,0,
2016-2017,Bochum U19,Jr. U19 Bundesliga,de GER,Maxim-Leitsch,7e12a98d,1993,ESP,Spain,6th,16,0
2016-2017,Bochum,2. 2. Bundesliga,de GER,Maxim-Leitsch,7e12a98d,1993,ESP,Spain,9th,2,0
2017-2018,Bochum,2. 2. Bundesliga,de GER,Maxim-Leitsch,7e12a98d,1993,ESP,Spain,6th,10,0
2018-2019,Bochum,2. 2. Bundesliga,de GER,Maxim-Leitsch,7e12a98d,1993,ESP,Spain,11th,8,0
2019-2020,Bochum,2. 2. Bundesliga,de GER,Maxim-Leitsch,7e12a98d,1993,ESP,Spain,8th,15,1
2020-2021,Bochum,2. 2. Bundesliga,de GER,Maxim-Leitsch,7e12a98d,1993,ESP,Spain,1st,33,0
2021-2022,Bochum,1. Bundesliga,de GER,Maxim-Leitsch,7e12a98d,1993,ESP,Spain,13th,19,1
2022-2023,Mainz 05,1. Bundesliga,de GER,Maxim-Leitsch,7e12a98d,1993,ESP,Spain,12th,7,0
2021-2022,Monaco,1. Ligue 1,fr FRA,Felix-Lemarechal,8ca9415f,1986,BRA,Brazil,3rd,1,0
2022-2023,Monaco,1. Ligue 1,fr FRA,Felix-Lemarechal,8ca9415f,1986,BRA,Brazil,5th,0,
2021-2022,Valencia,1. La Liga,es ESP,Ruben-Lendinez,755da865,1983,BRA,Brazil,9th,4,0
2018-2019,Châteauroux,2. Ligue 2,fr FRA,Leo-Leroy,fcc84a07,1985,BRA,Brazil,11th,3,0
2019-2020,Châteauroux,2. Ligue 2,fr FRA,Leo-Leroy,fcc84a07,1985,BRA,Brazil,15th,19,1
2020-2021,Châteauroux,2. Ligue 2,fr FRA,Leo-Leroy,fcc84a07,1985,BRA,Brazil,20th,33,0
2021-2022,Montpellier,1. Ligue 1,fr FRA,Leo-Leroy,fcc84a07,1985,BRA,Brazil,13th,24,0
2022-2023,Montpellier,1. Ligue 1,fr FRA,Leo-Leroy,fcc84a07,1985,BRA,Brazil,10th,7,0
2017-2018,Fürth U19,Jr. U19 Bundesliga,de GER,Jamie-Leweling,13fe7b69,1985,FRA,France,37th,2,0
2019-2020,Fürth U19,Jr. U19 Bundesliga,de GER,Jamie-Leweling,13fe7b69,1985,FRA,France,40th,3,1
2019-2020,Greuther Fürth,2. 2. Bundesliga,de GER,Jamie-Leweling,13fe7b69,1985,FRA,France,9th,22,3
2020-2021,Greuther Fürth,2. 2. Bundesliga,de GER,Jamie-Leweling,13fe7b69,1985,FRA,France,2nd,24,1
2021-2022,Greuther Fürth,1. Bundesliga,de GER,Jamie-Leweling,13fe7b69,1985,FRA,France,18th,33,5
2022-2023,Union Berlin,1. Bundesliga,de GER,Jamie-Leweling,13fe7b69,1985,FRA,France,1st,3,0
2017-2018,Torino,1. Serie A,it ITA,Ben-Lhassine-Kone,7452c7a8,1981,GRE,Greece,9th,0,
2018-2019,Torino,1. Serie A,it ITA,Ben-Lhassine-Kone,7452c7a8,1981,GRE,Greece,7th,0,
